"Estado","year","gdp","gdp_mp","gdp_smp","gov","deflator","pop","gov_real","govpc","gdppc","gdppc_smp","gdppc_mp"
"Coahuila",2011,824838.467,1592.767,823245.7,11559.16198,67.403386874293,2794060,17149.2302034581,6137.74586209965,295211.436762274,294641.38207483,570.054687444078
"Coahuila",2012,870634.531,1156.333,869478.198,11977.377924,70.597422927164,2826792,16965.7438294273,6001.76589909242,307993.842843761,307584.780910658,409.061933102966
"Coahuila",2013,864429.383,1042.927,863386.456,12640.550999,70.691313485812,2859859,17881.3355922959,6252.52349584226,302262.937788192,301898.260019113,364.677769078825
"Coahuila",2014,902863.241,721.147,902142.094,14012.643563,74.387703530396,2892708,18837.3116764846,6511.99902530244,312116.964795617,311867.666560192,249.298235425076
"Coahuila",2015,897702.095,398.942,897303.153,14534.075779,82.172937671489,2925805,17687.1804645762,6045.23557262915,306822.257464185,306685.904563018,136.352901167371
"Coahuila",2016,901719.484,327.061,901392.423,16793.771458,89.688006342336,2959249,18724.6568887915,6327.50298768084,304712.271255308,304601.749633099,110.521622208878
"Coahuila",2017,941581.763,316.602,941265.161,18629.80386,94.67783064953,2993127,19677.0497720445,6574.077802928,314581.293409869,314475.517076288,105.776333580232
"Coahuila",2018,966054.662,276.873,965777.789,19596.547545,100,3056561,19596.547545,6411.30589083614,316059.343163771,315968.759988759,90.5831750127022
"Coahuila",2019,953384.334,177.856,953206.478,20896.925661,105.235534214264,3124217,19857.2904266851,6355.92547722682,305159.447631199,305102.519447273,56.9281839257644
"Coahuila",2020,843597.571,117.448,843480.123,19417.504307,113.622304870292,3177422,17089.5180564824,5378.42252507925,265497.491677215,265460.528378037,36.9632991777611
"Coahuila",2021,921586.983,90.889,921496.094,21509.50455,117.500182834071,3249839,18305.9328344832,5632.87376220274,283579.273619401,283551.306387793,27.9672316074735
"Coahuila",2022,935812.824,75.67,935737.154,24503.518132,122.857833587457,3279520,19944.6119278646,6081.56435327871,285350.546421428,285327.472922867,23.073498560765
"Coahuila",2023,929624.579,75.011,929549.568,27023.808001,126.888029925896,3326462,21297.3658876903,6402.40768951825,279463.459675776,279440.909891651,22.5497841249953
"Colima",2005,107631.263,0,107631.263,2265.498,51.583167801348,597945,4391.93267215512,7345.04456455881,180001.944994941,180001.944994941,0
"Colima",2006,114843.833,0,114843.833,2529.99,53.528240388842,609535,4726.45837341475,7754.20340655541,188412.20438531,188412.20438531,0
"Colima",2007,122046.013,0,122046.013,2595.34,56.993217795652,621705,4553.76990522897,7324.64738940328,196308.55952582,196308.55952582,0
"Colima",2008,124498.006,0,124498.006,3088.29,59.828178292269,632723,5161.93220009687,8158.28127015593,196765.418674523,196765.418674523,0
"Colima",2009,118472.235,0,118472.235,2848.093,64.499478717524,643925,4415.68374912493,6857.45040047355,183984.524595256,183984.524595256,0
"Colima",2010,125595.851,0,125595.851,3084.31529,66.834213337191,653654,4614.87483130692,7060.11870394264,192144.239918979,192144.239918979,0
"Colima",2011,133676.159,0,133676.159,3399.396457,69.353321260525,661301,4901.56260034066,7411.9993775008,202141.171720593,202141.171720593,0
"Colima",2012,135599.865,0,135599.865,3613.650597,72.663305380134,668973,4973.14370450861,7433.99764192069,202698.561825365,202698.561825365,0
"Colima",2013,133729.296,0,133729.296,3708.564139,76.167505585313,676747,4868.95837076632,7194.65083815121,197606.041844293,197606.041844293,0
"Colima",2014,135090.725,0,135090.725,3951.9153331,79.904621135167,684421,4945.79071517644,7226.24045021476,197379.573391231,197379.573391231,0
"Colima",2015,141029.129,0,141029.129,4243.6738294,83.025278416064,692193,5111.30334081351,7384.21703313023,203742.495228932,203742.495228932,0
"Colima",2016,140705.238,0,140705.238,4932.27658,88.193554670651,700003,5592.55900095992,7989.33576136091,201006.621400194,201006.621400194,0
"Colima",2017,150360.096,0,150360.096,5243.7683812,93.213260518269,707967,5625.56051793968,7946.0773142529,212382.916152872,212382.916152872,0
"Colima",2018,153808.394,0,153808.394,5812.5931419,100,722521,5812.5931419,8044.87778472875,212877.402871335,212877.402871335,0
"Colima",2019,161109.858,0,161109.858,5657.1378615,104.980823706021,726438,5388.73449625595,7418.02396936277,221780.603437596,221780.603437596,0
"Colima",2020,148143.273,0,148143.273,6011.542417,108.9500398712,739033,5517.70556863201,7466.11527310961,200455.558818077,200455.558818077,0
"Colima",2021,147667.296,0,147667.296,6277.66157,114.528497223922,765619,5481.30964970765,7159.31768896495,192873.081780886,192873.081780886,0
"Colima",2022,148449.257,0,148449.257,7268.067368,123.493955244249,763525,5885.36285328708,7708.14688882103,194426.190367048,194426.190367048,0
"Colima",2023,154500.185,0,154500.185,7136.91491,133.016737811673,742251,5365.42620681658,7228.58737383524,208150.861366303,208150.861366303,0
"Chiapas",2005,310293.582,14029.817,296263.765,11142.878,54.600667828186,4574477,20407.9518497168,4461.26450077611,67831.4880586349,64764.5107845115,3066.97727412336
"Chiapas",2006,321113.546,13323.735,307789.811,12941.154,58.203638036497,4642784,22234.2699469837,4788.99512598123,69164.0071991288,66294.2344507089,2869.77274841991
"Chiapas",2007,324676.532,12655.779,312020.753,13169.846,61.934052258511,4560864,21264.3053695719,4662.34147073271,71187.5057006743,68412.6413328703,2774.864367804
"Chiapas",2008,337160.578,13305.82,323854.758,16878.086,65.902762807578,4650690,25610.589421388,5506.83649552819,72496.8935792323,69635.8514543003,2861.042124932
"Chiapas",2009,332432.799,15113.287,317319.512,15186.678,68.302435464558,4742313,22234.4604503603,4688.52655874049,70099.2952173338,66912.3931718552,3186.90204547865
"Chiapas",2010,355978.857,17530.96,338447.897,17481.803714,70.872480215869,4821249,24666.5612107161,5116.21806107009,73835.4017807419,70199.2153900369,3636.18639070498
"Chiapas",2011,361270.255,17415.199,343855.056,19040.781612,75.091823709649,4881074,25356.6642429984,5194.89445212231,74014.5007020996,70446.597613558,3567.90308854158
"Chiapas",2012,370237.305,17424.049,352813.256,20315.41681,79.199081518811,4941621,25651.0762756444,5190.82225764469,74922.2380672253,71396.2596484028,3525.97841882249
"Chiapas",2013,360620.977,17881.483,342739.494,21547.420603,81.394482772975,5002864,26472.8269889004,5291.53440687182,72082.9063112649,68508.6570412468,3574.24927001813
"Chiapas",2014,374691.487,16667.378,358024.109,23517.747023,83.856350864998,5063814,28045.2783604449,5538.37055635236,73993.9276995561,70702.4604379229,3291.46726163323
"Chiapas",2015,364001.282,13200.13,350801.152,24372.998543,87.109381938935,5125181,27979.7629147293,5459.27312903276,71022.1320964079,68446.5879351383,2575.54416126962
"Chiapas",2016,369919.287,9841.846,360077.441,26962.791103,92.583140981238,5187330,29122.7871697116,5614.21524555246,71312.0790464459,69414.7935450415,1897.28550140438
"Chiapas",2017,359734.408,6593.81,353140.598,29742.838143,94.881290032173,5250206,31347.4217444921,5970.7031961207,68518.1510973093,67262.2365674794,1255.91452982988
"Chiapas",2018,353600.113,5067.261,348532.852,32018.912345,100,5350470,32018.912345,5984.31770386527,66087.673232445,65140.6048440604,947.068388384572
"Chiapas",2019,348914.392,4696.863,344217.529,31813.356804,104.223420225096,5471469,30524.1919093533,5578.79280854068,63769.78321544,62911.355067533,858.428147906897
"Chiapas",2020,337240.435,6645.124,330595.311,34028.886476,109.276085176441,5586123,31140.28693566,5574.57953139593,60371.1080117642,59181.5309115105,1189.57710025361
"Chiapas",2021,353638.51,8327.681,345310.829,37189.51878,114.934582774936,5656819,32357.118181587,5720.02006456049,62515.4366791655,61043.2875791147,1472.14910005075
"Chiapas",2022,374504.635,9806.61,364698.025,44560.468446,123.364571442487,5679349,36120.960762851,6360.05302066328,65941.4723412842,64214.7585929303,1726.7137483539
"Chiapas",2023,380224.89,8208.716,372016.174,44450.05069,130.894092703926,5760940,33958.7904784543,5894.66137096625,66000.4947109326,64575.602939798,1424.89177113457
"Chihuahua",2005,592161.222,0,592161.222,8185.014,54.233517506487,3289824,15092.1687847759,4587.53075689639,179997.842437772,179997.842437772,0
"Chihuahua",2006,635597.824,0,635597.824,9390.767,56.86258501099,3342739,16514.8436325662,4940.51244580153,190142.821201416,190142.821201416,0
"Chihuahua",2007,664331.063,0,664331.063,9449.095,60.525072120555,3314392,15611.8690468953,4710.326674363,200438.28943589,200438.28943589,0
"Chihuahua",2008,696713.272,0,696713.272,12211.321,61.997752211616,3349752,19696.3931181235,5879.9556260056,207989.508477045,207989.508477045,0
"Chihuahua",2009,626309.624,0,626309.624,10811.017,66.189791776216,3385445,16333.3600391907,4824.58289506718,185000.679083547,185000.679083547,0
"Chihuahua",2010,647629.946,0,647629.946,12556.612903,68.442094708202,3418737,18346.3305098043,5366.40592996895,189435.439462,189435.439462,0
"Chihuahua",2011,662042.787,0,662042.787,13055.890982,70.214073490087,3448384,18594.4075497105,5392.20908973898,191986.387536887,191986.387536887,0
"Chihuahua",2012,711480.757,0,711480.757,13875.642319,74.894948564294,3478309,18526.8066605165,5326.3832110708,204547.887206111,204547.887206111,0
"Chihuahua",2013,732550.603,0,732550.603,15397.681693,74.597645782021,3508381,20640.9753707148,5883.33347225252,208800.185327648,208800.185327648,0
"Chihuahua",2014,753194.78,0,753194.78,17403.638719,78.957489323014,3538290,22041.7833295103,6229.50163200595,212869.713901348,212869.713901348,0
"Chihuahua",2015,803883.276,0,803883.276,18761.159189,86.495008760451,3568281,21690.452961233,6078.68409501186,225285.866219617,225285.866219617,0
"Chihuahua",2016,830488.509,0,830488.509,20346.057,91.627334846123,3598499,22205.2262397119,6170.69123534894,230787.478056823,230787.478056823,0
"Chihuahua",2017,851284.313,0,851284.313,23357.641336,96.640079987002,3628959,24169.7247551343,6660.23638049763,234580.857210015,234580.857210015,0
"Chihuahua",2018,853322.804,0,853322.804,24586.455988,100,3684908,24586.455988,6672.20348187797,231572.349703168,231572.349703168,0
"Chihuahua",2019,866861.299,0,866861.299,25617.806567,103.587042244921,3720977,24730.7057058636,6646.29362284787,232966.046014259,232966.046014259,0
"Chihuahua",2020,808710.891,0,808710.891,25718.070926,108.640984408358,3764877,23672.5311962669,6287.73030201701,214804.066905771,214804.066905771,0
"Chihuahua",2021,846063.938,0,846063.938,27594.08157,115.116440526035,3784394,23970.5826934071,6334.06106589512,223566.55728764,223566.55728764,0
"Chihuahua",2022,911306.318,0,911306.318,32660.516866,122.720599419788,3830938,26613.7201255665,6947.05059846088,237880.727383215,237880.727383215,0
"Chihuahua",2023,940263.339,0,940263.339,35977.130926,131.235583034893,3868446,27414.1586405223,7086.6075526251,243059.703819053,243059.703819053,0
"Ciudad de México",2005,2991075.244,0,2991075.244,34899.346,59.596435147387,8979589,58559.4522787999,6521.39560939814,333097.1210375,333097.1210375,0
"Ciudad de México",2006,3134225.217,0,3134225.217,44207.147,61.928604028585,8976352,71384.0521572146,7952.45687303869,349164.695970033,349164.695970033,0
"Ciudad de México",2007,3142463.801,0,3142463.801,43355.572,65.484650526289,8788976,66207.2281848626,7532.98543366857,357546.066913825,357546.066913825,0
"Ciudad de México",2008,3183429.429,0,3183429.429,51973.695,68.12583829387,8812983,76290.7236103348,8656.6289314679,361220.420940333,361220.420940333,0
"Ciudad de México",2009,3008811.766,0,3008811.766,46702.554,73.369530388894,8837047,63653.8815942447,7203.07152312811,340477.058229972,340477.058229972,0
"Ciudad de México",2010,3125716.691,0,3125716.691,52591.564001,75.482653651671,8868770,69673.7084041768,7856.07343568238,352440.833509044,352440.833509044,0
"Ciudad de México",2011,3231440.239,0,3231440.239,56308.082545,77.579743847462,8911384,72580.9080469684,8144.74026110516,362619.346108304,362619.346108304,0
"Ciudad de México",2012,3332208.721,0,3332208.721,55264.167436,80.322812167564,8954144,68802.5804185138,7683.88138704423,372141.515816587,372141.515816587,0
"Ciudad de México",2013,3363394.325,0,3363394.325,58790.708768,83.684103825679,8997138,70253.1377888278,7808.3872659092,373829.358291492,373829.358291492,0
"Ciudad de México",2014,3412110.198,0,3412110.198,63706.117009,86.731654702554,9039561,73451.9792427344,8125.61353839355,377464.148756781,377464.148756781,0
"Ciudad de México",2015,3503520.113,0,3503520.113,73151.122277,89.290575367107,9082015,81924.7966274697,9020.55288693861,385764.625251114,385764.625251114,0
"Ciudad de México",2016,3571368.188,0,3571368.188,81494.386126,92.694281259583,9124620,87917.3828402439,9635.18292709656,391399.114483672,391399.114483672,0
"Ciudad de México",2017,3646318.179,0,3646318.179,87709.88462,95.950002365386,9167484,91412.0713473181,9971.33688450594,397744.700617967,397744.700617967,0
"Ciudad de México",2018,3694574.874,0,3694574.874,93187.364459,100.000000027067,9197214,93187.364433777,10132.1296246643,401705.872452245,401705.872452245,0
"Ciudad de México",2019,3679917.346,0,3679917.346,93348.525042,102.933924049065,9211915,90687.813472946,9844.62117517867,399473.6540665,399473.6540665,0
"Ciudad de México",2020,3293855.308,0,3293855.308,87506.430821,107.944346625198,9241389,81066.2471512639,8772.08471056287,356424.267823809,356424.267823809,0
"Ciudad de México",2021,3496055.811,0,3496055.811,93206.82691,111.139812664736,9258159,83864.4808509507,9058.44032825,377618.899286564,377618.899286564,0
"Ciudad de México",2022,3650609.372,0,3650609.372,103910.531794,117.617188651648,9310964,88346.3828588493,9488.42492129164,392076.413570066,392076.413570066,0
"Ciudad de México",2023,3806082.926,0,3806082.926,112654.505295,123.945470440861,9314678,90890.3769490727,9757.75834109055,408611.32569478,408611.32569478,0
"Durango",2005,235761.599,0,235761.599,3587.712,53.157874535793,1573196,6749.16375293424,4290.09719890861,149861.555076418,149861.555076418,0
"Durango",2006,241373.384,0,241373.384,4365.72,55.295445085196,1592865,7895.2615233923,4956.64197743833,151534.112432629,151534.112432629,0
"Durango",2007,248235.605,0,248235.605,4313.867,58.782316501293,1584793,7338.71554705591,4630.70921379379,156635.980219499,156635.980219499,0
"Durango",2008,261332.532,0,261332.532,5467.056,62.405322349994,1603222,8760.56046844621,5464.34646508481,163004.582022951,163004.582022951,0
"Durango",2009,256632.613,0,256632.613,4865.719,67.237353032757,1621937,7236.63080197327,4461.72126412633,158226.005695659,158226.005695659,0
"Durango",2010,261476.686,0,261476.686,5634.92377,68.954720498485,1640526,8171.91880304091,4981.27966459593,159385.883551983,159385.883551983,0
"Durango",2011,273067.299,0,273067.299,6070.798361,75.593050781229,1658829,8030.89476910949,4841.3035756606,164614.495526664,164614.495526664,0
"Durango",2012,286058.274,0,286058.274,6428.143707,79.042584169406,1677318,8132.50702080165,4848.51830171837,170545.045125611,170545.045125611,0
"Durango",2013,299615.205,0,299615.205,7021.122629,79.24465582446,1696066,8860.05820323448,5223.88763363836,176653.034139002,176653.034139002,0
"Durango",2014,307939.663,0,307939.663,7727.8753813,81.712241465952,1714672,9457.42674862256,5515.58942387965,179591.002244161,179591.002244161,0
"Durango",2015,300289.376,0,300289.376,8371.9841965,86.699311999636,1733392,9656.34444311986,5570.7793984972,173238.007328983,173238.007328983,0
"Durango",2016,305382.234,0,305382.234,9103.017696,92.785625178182,1752311,9810.80601496073,5598.78127510512,174273.992459101,174273.992459101,0
"Durango",2017,304646.657,0,304646.657,10432.6668667,97.844087289624,1771445,10662.5419641544,6019.12109275444,171976.356590241,171976.356590241,0
"Durango",2018,308981.254,0,308981.254,11470.4468563,100,1792149,11470.4468563,6400.38682961071,172408.23949348,172408.23949348,0
"Durango",2019,309426.436,0,309426.436,11162.090354,105.025455549635,1819736,10627.9856588909,5840.39973869334,170039.190300131,170039.190300131,0
"Durango",2020,286240.782,0,286240.782,10847.27037,112.308624142873,1849583,9658.44827392835,5221.95990876233,154759.630684322,154759.630684322,0
"Durango",2021,303251.381,0,303251.381,12536.88941,119.964512544132,1859163,10450.4983549931,5621.07698732876,163111.777181452,163111.777181452,0
"Durango",2022,300468.953,0,300468.953,13340.932777,128.055468013695,1884857,10418.0891171108,5527.25703706475,159412.06839564,159412.06839564,0
"Durango",2023,309708.765,0,309708.765,16636.483835,132.967770544046,1895662,12511.6663736865,6600.15676512294,163377.630083844,163377.630083844,0
"Guanajuato",2005,731639.285,0,731639.285,10323.09,50.266349079383,5316277,20536.7809460307,3863.00054455979,137622.491265974,137622.491265974,0
"Guanajuato",2006,769496.263,0,769496.263,12239.034,54.19128123823,5347619,22584.876608095,4223.35185212242,143895.117247508,143895.117247508,0
"Guanajuato",2007,778043.648,0,778043.648,12421.269,56.66084931523,5267826,21922.1369783832,4161.51501176826,147697.294481632,147697.294481632,0
"Guanajuato",2008,798104.41,0,798104.41,16265.105,59.832021602286,5351399,27184.6154691497,5079.90816404265,149139.395137608,149139.395137608,0
"Guanajuato",2009,761825.927,0,761825.927,13992.824,63.50983877712,5436238,22032.5295567292,4052.90010421346,140138.442614175,140138.442614175,0
"Guanajuato",2010,812725.516,0,812725.516,16847.789481,65.530301007554,5515710,25709.9223137368,4661.21719846344,147347.397887126,147347.397887126,0
"Guanajuato",2011,854766.2,0,854766.2,19147.385202,68.876680781248,5586740,27799.5178989708,4975.98203943101,152999.101443776,152999.101443776,0
"Guanajuato",2012,892378.879,0,892378.879,19768.068663,72.530210679717,5658763,27254.9444951883,4816.41385143507,157698.578116807,157698.578116807,0
"Guanajuato",2013,931176.5,0,931176.5,21675.193736,73.765223778736,5731673,29384.0276293559,5126.60572739511,162461.553546408,162461.553546408,0
"Guanajuato",2014,978988.664,0,978988.664,24198.306564,77.880567266712,5804182,31071.0455936072,5353.21697245317,168669.532416454,168669.532416454,0
"Guanajuato",2015,1026150.188,0,1026150.188,26734.575934,83.096314357446,5877279,32172.998454539,5474.13155893042,174596.133346741,174596.133346741,0
"Guanajuato",2016,1064742.519,0,1064742.519,30005.941586,87.856162622167,5951259,34153.4852996518,5738.86723794945,178910.465667853,178910.465667853,0
"Guanajuato",2017,1115370.824,0,1115370.824,33367.277522,95.026934826834,6026224,35113.4944874363,5826.78215868449,185086.187304023,185086.187304023,0
"Guanajuato",2018,1120602.844,0,1120602.844,35992.359834,100,6079125,35992.359834,5920.64809228302,184336.206937676,184336.206937676,0
"Guanajuato",2019,1099063.445,0,1099063.445,39119.703624,103.362457751472,6148588,37847.1105225271,6155.41495421829,178750.543214149,178750.543214149,0
"Guanajuato",2020,1019446.377,0,1019446.377,36549.833331,109.301016722334,6203614,33439.6096459472,5390.34337822231,164331.045903243,164331.045903243,0
"Guanajuato",2021,1084518.133,0,1084518.133,39403.1775,113.762369798938,6235682,34636.3894929761,5554.54711978195,173921.33418606,173921.33418606,0
"Guanajuato",2022,1110972.693,0,1110972.693,49505.882969,121.358173562237,6303555,40793.2004214051,6471.4594258962,176245.419132537,176245.419132537,0
"Guanajuato",2023,1130785.423,0,1130785.423,51753.303661,124.416735163379,6306505,41596.7382466994,6595.84639141639,179304.610556877,179304.610556877,0
"Guerrero",2005,272647.21,0,272647.21,5946.45,53.272919242416,3313022,11162.2379335755,3369.20127109796,82295.6231501029,82295.6231501029,0
"Guerrero",2006,280082.837,0,280082.837,6630.907,55.014163184872,3333995,12053.0907245053,3615.20959824633,84008.1754771678,84008.1754771678,0
"Guerrero",2007,287333.396,0,287333.396,6697.252,58.659065164844,3308724,11417.2497996334,3450.65040167552,86841.1496395589,86841.1496395589,0
"Guerrero",2008,288164.177,0,288164.177,9007.59,60.602465170402,3339486,14863.4052668855,4450.80628183066,86289.9790566572,86289.9790566572,0
"Guerrero",2009,282203.097,0,282203.097,7877.11,66.317653842048,3370559,11877.8478182616,3523.99937762894,83725.9033293884,83725.9033293884,0
"Guerrero",2010,290708.028,0,290708.028,9522.55071,68.659296192536,3394085,13869.2809831558,4086.30926542965,85651.369367591,85651.369367591,0
"Guerrero",2011,291758.339,0,291758.339,10939.107885,71.706928315081,3406819,15255.3011850312,4477.87252126725,85639.5185655593,85639.5185655593,0
"Guerrero",2012,294551.278,0,294551.278,11508.963072,75.723065781436,3419578,15198.7547694107,4444.62877273473,86136.7332460321,86136.7332460321,0
"Guerrero",2013,299721.333,0,299721.333,12299.168637,78.348457098314,3432442,15698.0355357434,4573.43067581139,87320.1449580211,87320.1449580211,0
"Guerrero",2014,320203.667,0,320203.667,13843.727961,81.576386506529,3445109,16970.2637660863,4925.90038982404,92944.4226583252,92944.4226583252,0
"Guerrero",2015,314103.695,0,314103.695,15002.896634,86.300751094316,3457770,17384.4334420725,5027.64308848549,90839.9618829477,90839.9618829477,0
"Guerrero",2016,313422.06,0,313422.06,16053.232512,90.96704679945,3470425,17647.3053449692,5085.05596431827,90312.2989259241,90312.2989259241,0
"Guerrero",2017,308568.037,0,308568.037,17090.098181,95.928343349444,3483142,17815.4834997461,5114.77381621137,88588.9914910159,88588.9914910159,0
"Guerrero",2018,317844.942,0,317844.942,20259.191712,100,3506735,20259.191712,5777.22346056945,90638.4263424525,90638.4263424525,0
"Guerrero",2019,317146.825,0,317146.825,20198.704364,104.625007675861,3535727,19305.8092063206,5460.20923174232,89697.7693696374,89697.7693696374,0
"Guerrero",2020,289968.16,0,289968.16,19753.722836,111.432531420001,3561343,17727.0699895941,4977.63624273037,81421.0144880737,81421.0144880737,0
"Guerrero",2021,303633.381,0,303633.381,20792.5524,116.095968381026,3577825,17909.7971186726,5005.77784510773,84865.352833076,84865.352833076,0
"Guerrero",2022,310093.176,0,310093.176,24631.467327,124.397761336096,3589899,19800.5712180391,5515.63462315767,86379.359419304,86379.359419304,0
"Guerrero",2023,313712.864,0,313712.864,25635.486168,130.711367959715,3609154,19612.2851196086,5434.03942298073,86921.4403153758,86921.4403153758,0
"Hidalgo",2005,353466.254,0,353466.254,5161.5,38.944824418797,2514306,13253.3656962869,5271.18246398286,140582.034963127,140582.034963127,0
"Hidalgo",2006,349080.409,0,349080.409,6083.321,47.430947635907,2543783,12825.6366427617,5041.95390988999,137228.84735058,137228.84735058,0
"Hidalgo",2007,359175.954,0,359175.954,6184.991,48.334667192114,2550461,12796.1799662688,5017.20275913602,140827.855826849,140827.855826849,0
"Hidalgo",2008,370254.812,0,370254.812,8043.851,52.641167294269,2594233,15280.5331140059,5890.19302198602,142722.265887451,142722.265887451,0
"Hidalgo",2009,354594.237,0,354594.237,7150.182,52.569516520371,2638724,13601.3843635584,5154.5308882469,134380.94965597,134380.94965597,0
"Hidalgo",2010,358637.296,0,358637.296,8307.282052,58.068594460962,2682725,14305.9809336091,5332.63041631516,133683.957915925,133683.957915925,0
"Hidalgo",2011,366544.301,0,366544.301,9293.167458,61.245965463804,2725753,15173.5177780685,5566.72515010293,134474.510713186,134474.510713186,0
"Hidalgo",2012,379811.021,0,379811.021,10046.724167,67.572024193579,2769462,14868.1710913652,5368.61350376542,137142.528404434,137142.528404434,0
"Hidalgo",2013,379719.808,0,379719.808,10883.214834,67.246308888895,2813879,16184.1073715754,5751.52924897459,134945.322098072,134945.322098072,0
"Hidalgo",2014,397901.378,0,397901.378,11552.8068996,72.834911117096,2858165,15861.6338269798,5549.58647488155,139215.677891234,139215.677891234,0
"Hidalgo",2015,413909.179,0,413909.179,12176.7598273,78.090576725287,2902982,15593.1231883923,5371.41573333637,142580.69082068,142580.69082068,0
"Hidalgo",2016,418466.27,0,418466.27,13769.0102291,79.365181332297,2948498,17348.9305989865,5883.98927148213,141925.234475316,141925.234475316,0
"Hidalgo",2017,416408.562,0,416408.562,15392.959948,90.523479918264,2994687,17004.3837929106,5678.18399482505,139049.109973764,139049.109973764,0
"Hidalgo",2018,418630.444,0,418630.444,16368.977177,100,3044457,16368.977177,5376.64916173886,137505.783133084,137505.783133084,0
"Hidalgo",2019,409266.416,0,409266.416,17973.996872,102.811702976381,3068910,17482.442515449,5696.62926428244,133358.88507646,133358.88507646,0
"Hidalgo",2020,364939.794,0,364939.794,16622.004516,107.808292071322,3095491,15418.1132050617,4980.82960185047,117893.992907749,117893.992907749,0
"Hidalgo",2021,391962.041,0,391962.041,17259.1887,112.608791625309,3132466,15326.6796054678,4892.84787303927,125128.905150128,125128.905150128,0
"Hidalgo",2022,431394.817,0,431394.817,20918.905442,119.966737106162,3186741,17437.2546479182,5471.81419761385,135371.784842257,135371.784842257,0
"Hidalgo",2023,442970.692,0,442970.692,23110.268999,122.957297364495,3227014,18795.3618812,5824.38188405751,137269.529044497,137269.529044497,0
"Jalisco",2005,1274855.822,0,1274855.822,17292.875,52.030822666628,6939097,33235.8285218724,4789.64748898486,183720.709193141,183720.709193141,0
"Jalisco",2006,1340006.101,0,1340006.101,21022.405,54.126943710087,7038517,38839.0763620417,5518.07665763138,190381.880302342,190381.880302342,0
"Jalisco",2007,1380125.917,0,1380125.917,21669.33,57.120477435393,7078810,37936.1850126506,5359.1189779992,194965.808801197,194965.808801197,0
"Jalisco",2008,1408019.743,0,1408019.743,27210.261,60.071701281535,7182813,45296.304948107,6306.20690641772,196026.228582033,196026.228582033,0
"Jalisco",2009,1315481.838,0,1315481.838,24086.583,64.832678442498,7288450,37151.9171791785,5097.36873809638,180488.559021465,180488.559021465,0
"Jalisco",2010,1393675.357,0,1393675.357,28071.052138,67.42878492326,7390030,41630.6658498257,5633.35545996778,188588.592603819,188588.592603819,0
"Jalisco",2011,1433185.382,0,1433185.382,30887.470898,70.18102798372,7485170,44011.1405965228,5879.77836128275,191469.984248855,191469.984248855,0
"Jalisco",2012,1488616.797,0,1488616.797,31330.886216,74.0182756382,7581658,42328.5816183355,5583.02440156697,196344.493117469,196344.493117469,0
"Jalisco",2013,1514072.597,0,1514072.597,33594.064338,76.772552075982,7679327,43757.9101248997,5698.14387704804,197162.146761038,197162.146761038,0
"Jalisco",2014,1567647.173,0,1567647.173,37222.24997,80.608241750071,7776517,46176.7297758572,5937.97065908262,201587.313832144,201587.313832144,0
"Jalisco",2015,1626750.813,0,1626750.813,41140.616805,84.790800040006,7874431,48520.142262591,6161.73311602972,206586.458500938,206586.458500938,0
"Jalisco",2016,1676418.736,0,1676418.736,46544.052685,90.947922035154,7973523,51176.5982591767,6418.31700481415,210248.184648116,210248.184648116,0
"Jalisco",2017,1708140.018,0,1708140.018,52679.505718,95.864590475276,8073997,54951.9957857498,6806.04609906962,211560.645613319,211560.645613319,0
"Jalisco",2018,1754179.51,0,1754179.51,55571.877218,100,8235061,55571.877218,6748.20468457975,213013.541733328,213013.541733328,0
"Jalisco",2019,1767123.319,0,1767123.319,57286.037822,104.511862706057,8359855,54812.9526531537,6556.68700631215,211382.053755717,211382.053755717,0
"Jalisco",2020,1624208.871,0,1624208.871,55418.719955,111.000605537267,8393984,49926.5023706505,5947.89105753007,193496.779479208,193496.779479208,0
"Jalisco",2021,1712483.099,0,1712483.099,61014.38116,115.483476313129,8436016,52833.8625645126,6262.89264559391,202996.663235347,202996.663235347,0
"Jalisco",2022,1797607.731,0,1797607.731,70592.16607,123.845945230862,8605534,56999.9816614171,6623.6426073521,208889.736650857,208889.736650857,0
"Jalisco",2023,1834577.514,0,1834577.514,76834.701788,130.003153576208,8670396,59102.1830427824,6816.54944512136,211590.971623441,211590.971623441,0
"México",2005,1617553.74,0,1617553.74,32430.434,54.200065031533,14332336,59834.6772852253,4174.80285734477,112860.439498488,112860.439498488,0
"México",2006,1710985.648,0,1710985.648,38539.055,56.230307432713,14597873,68537.8699842911,4695.05865575698,117207.873229203,117207.873229203,0
"México",2007,1755709.482,0,1755709.482,39239.883,59.314455875337,14627012,66155.6823221504,4522.8432383969,120031.998469681,120031.998469681,0
"México",2008,1766743.793,0,1766743.793,51157.814,62.341439566048,14837041,82060.6876519118,5530.79873890702,119076.559335517,119076.559335517,0
"México",2009,1656805.177,0,1656805.177,43994.429,67.754034003722,15050163,64932.5603219186,4314.40910785608,110085.530435783,110085.530435783,0
"México",2010,1773209.581,0,1773209.581,53409.655662,70.311948365228,15260530,75960.9951136173,4977.61185972029,116195.805846848,116195.805846848,0
"México",2011,1852646.107,0,1852646.107,59629.293403,73.770958189804,15465651,80830.3089266929,5226.44077036866,119791.019918916,119791.019918916,0
"México",2012,1911401.717,0,1911401.717,61333.208886,76.944707170628,15673493,79710.7574273967,5085.70472627874,121951.227910715,121951.227910715,0
