"Estado","year","gdp","gdp_mp","gdp_smp","gov","deflator","pop","gov_real","govpc","gdppc","gdppc_smp","gdppc_mp"
"Baja California Sur",2023,181154.954,0,181154.954,9460.194986,130.152666429426,856930,7268.53720751829,8482.0664552744,211399.94398609,211399.94398609,0
"Campeche",2005,985831.295,837937.252,147894.043,2835.098,53.237254351922,773179,5325.40236064531,6887.67072132754,1275036.30465908,191280.470628406,1083755.83403067
"Campeche",2006,959641.063,799663.227,159977.836,3353.88,61.257845841055,786802,5475.02112415489,6958.57550458043,1219672.88212282,203326.676851355,1016346.20527147
"Campeche",2007,897799.855,745185.903,152613.952,3382.723,70.735440472977,787320,4782.21804710794,6074.04619101247,1140323.95341157,193839.800843367,946484.152568206
"Campeche",2008,828677.168,682852.234,145824.934,6009.969,86.898656051786,800764,6916.06668395245,8636.83517734619,1034858.17044722,182107.255071407,852750.915375816
"Campeche",2009,753908.784,611279.016,142629.768,4906.101,68.288635167302,814399,7184.35942961874,8821.67024961811,925724.103295805,175134.998937867,750589.104357937
"Campeche",2010,730232.324,581443.8,148788.524,5625.822465,81.029953968458,824735,6942.89233730767,8418.33114552877,885414.495565242,180407.675192638,705006.820372605
"Campeche",2011,711663.191,564306.088,147357.103,5979.106419,106.396114141584,830187,5619.66615720895,6769.15701788747,857232.39583371,177498.687645073,679733.708188637
"Campeche",2012,691262.004,540981.127,150280.877,6752.552211,107.567167831779,835784,6277.52161473667,7510.93777188445,827082.121696515,179808.272233017,647273.849463498
"Campeche",2013,692549.897,540875.411,151674.486,6931.299142,98.14183843565,841338,7062.53240461227,8394.40558326412,823152.997962769,180277.707651384,642875.290311385
"Campeche",2014,685992.025,534342.355,151649.67,7010.1433206,99.595923728122,846804,7038.58457072637,8311.94062702393,810095.399880019,179084.735074468,631010.664805551
"Campeche",2015,700310.741,534514.087,165796.654,8442.1073452,65.958528401323,852316,12799.1141552374,15016.8648191954,821656.217881631,194524.864017571,627131.35386406
"Campeche",2016,663239.242,505880.478,157358.764,7959.9479022,66.17063816619,857872,12029.4259248464,14022.4018558089,773121.4470224,183429.187571106,589692.259451293
"Campeche",2017,595666.96,450761.012,144905.948,7113.2801737,86.658982730887,863473,8208.3587292846,9506.21354609189,689850.128492726,167817.578546173,522032.549946553
"Campeche",2018,564591.056,424556.978,140034.078,8897.3498776,100,883359,8897.3498776,10072.1788962358,639141.114767609,158524.53872095,480616.576046658
"Campeche",2019,541962.926,402996.61,138966.316,9761.1526896,117.61428087057,917900,8299.29207350404,9041.60809838114,590437.875585576,151395.921124305,439041.95446127
"Campeche",2020,500514.726,380754.278,119760.448,8647.936249,92.08195724495,934979,9391.56432784695,10044.679429,535321.89065209,128088.917505099,407232.97314699
"Campeche",2021,489604.295,360630.613,128973.682,8897.35182,98.386915703017,943698,9043.22668967167,9582.75495939556,518814.594287579,136668.385436866,382146.208850713
"Campeche",2022,472660.178,335836.505,136823.673,8849.080658,103.4640151132,940944,8552.81002609286,9089.60578535265,502325.513526841,145411.069096567,356914.444430274
"Campeche",2023,508300.288,305941.078,202359.21,10875.020008,117.653875498099,947023,9243.23143794419,9760.3030105332,536734.892394377,213679.298179664,323055.594214713
"Coahuila",2005,751258.283,90.665,751167.618,6595.884,45.507654522593,2601748,14494.0100059988,5570.8738917062,288751.36369856,288716.515973107,34.8477254522729
"Coahuila",2006,798549.101,100.852,798448.249,8111.431,48.200479158764,2639833,16828.5277274576,6374.84557828376,302499.855483282,302461.651551443,38.2039318396277
"Coahuila",2007,819995.32,505.401,819489.919,8066.586,51.09739955589,2628155,15786.6859568398,6006.75605390085,312004.170225881,311811.867640988,192.302584893205
"Coahuila",2008,806977.054,991.499,805985.555,10069.539,55.143131368392,2674064,18260.7312100739,6828.83102651017,301779.259583914,301408.476012541,370.783571373011
"Coahuila",2009,647795.108,2194.802,645600.306,9057.903,61.606611885683,2720749,14702.8098490594,5403.9567226008,238094.402681026,237287.712317454,806.690363572678
"Coahuila",2010,775118.743,2116.38,773002.363,10581.87686,62.814084344752,2761783,16846.344208286,6099.80733760979,280658.814613603,279892.505312691,766.309300911766
